SOIL_ID,SNAM
472,S3_S3_SL3_4_>100cm_60-100cm_N_B
473,S3_S3_SL3_4_>100cm_60-100cm_N_D
474,S3_S3_SL3_4_>100cm_60-100cm_Y_A
475,S3_S3_SL3_4_>100cm_60-100cm_Y_B
476,S3_S3_SL3_4_>100cm_60-100cm_Y_C
477,S3_S3_SL3_4_>100cm_60-100cm_Y_D
478,S3_S3_SL3_4_>100cm_<60cm_N_A
479,S3_S3_SL3_4_>100cm_<60cm_N_B
480,S3_S3_SL3_4_>100cm_<60cm_N_D
481,S3_S3_SL3_4_>100cm_<60cm_Y_A
482,S3_S3_SL3_4_>100cm_<60cm_Y_D
483,S3_S3_SL3_4_>100cm_>100cm_N_A
484,S3_S3_SL3_4_>100cm_>100cm_N_B
485,S3_S3_SL3_4_>100cm_>100cm_Y_A
486,S3_S3_SL3_4_>100cm_>100cm_Y_B
487,S3_S3_SL3_4_>100cm_>100cm_Y_C
488,S3_S3_SL3_5_>100cm_60-100cm_N_B
489,S3_S3_SL3_5_>100cm_>100cm_N_A
490,S3_S3_SL3_5_>100cm_>100cm_N_B
491,S3_S3_SL3_5_>100cm_>100cm_Y_A
492,S3_S3_SL3_5_>100cm_>100cm_Y_B
493,S3_S3_SL4_3_>100cm_>100cm_N_B
494,S3_S3_SL4_3_>100cm_>100cm_Y_B
495,S3_S3_SL4_4_>100cm_>100cm_N_B
496,S3_S3_SL4_4_>100cm_>100cm_Y_B
497,S3_S3_SL5_3_>100cm_>100cm_Y_B
498,S3_S3_SL5_4_>100cm_>100cm_Y_B
499,S3_S3_SiL1_3_>100cm_>100cm_Y_C
500,S3_SL3_SL3_2_>100cm_>100cm_N_A
501,SL1_CL_CL_2_>100cm_>100cm_Y_C
502,SL1_LS2_L_2_>100cm_>100cm_Y_B
503,SL1_LS2_L_2_>100cm_>100cm_Y_C
504,SL1_LS2_L_3_>100cm_>100cm_Y_C
505,SL1_LS2_L_5_>100cm_>100cm_Y_B
506,SL1_LS2_SL3_2_>100cm_60-100cm_Y_C
507,SL1_LS2_SL3_2_>100cm_>100cm_N_B
508,SL1_LS2_SL3_2_>100cm_>100cm_N_C
509,SL1_LS2_SL3_2_>100cm_>100cm_Y_B
510,SL1_LS2_SL3_2_>100cm_>100cm_Y_C
511,SL1_LS2_SL3_3_>100cm_60-100cm_Y_B
512,SL1_LS2_SL3_3_>100cm_>100cm_Y_C
513,SL1_LS2_SL3_5_>100cm_60-100cm_N_C
514,SL1_LS2_SL3_5_>100cm_60-100cm_Y_C
515,SL1_LS2_SL3_5_>100cm_>100cm_N_C
516,SL1_LS2_SL3_5_>100cm_>100cm_Y_B
517,SL1_LS2_SL3_5_>100cm_>100cm_Y_C
518,SL1_L_L_2_>100cm_60-100cm_Y_B
519,SL1_L_L_2_>100cm_60-100cm_Y_C
520,SL1_L_L_2_>100cm_>100cm_N_A
521,SL1_L_L_2_>100cm_>100cm_N_B
522,SL1_L_L_2_>100cm_>100cm_N_C
523,SL1_L_L_2_>100cm_>100cm_Y_B
524,SL1_L_L_2_>100cm_>100cm_Y_C
525,SL1_L_L_3_>100cm_60-100cm_Y_C
526,SL1_L_L_3_>100cm_>100cm_N_B
527,SL1_L_L_3_>100cm_>100cm_N_C
528,SL1_L_L_3_>100cm_>100cm_Y_C
529,SL1_L_L_5_>100cm_60-100cm_Y_C
530,SL1_L_L_5_>100cm_>100cm_N_C
531,SL1_L_L_5_>100cm_>100cm_Y_C
532,SL1_L_SL3_3_>100cm_>100cm_N_C
533,SL1_L_SL3_3_>100cm_>100cm_Y_C
534,SL1_S1_S1_4_>100cm_60-100cm_Y_B
535,SL1_S1_S1_4_>100cm_>100cm_Y_B
536,SL1_S3_S3_2_>100cm_60-100cm_Y_B
537,SL1_S3_S3_2_>100cm_>100cm_N_B
538,SL1_S3_S3_2_>100cm_>100cm_Y_A
539,SL1_S3_S3_2_>100cm_>100cm_Y_B
540,SL1_S3_SL3_2_>100cm_>100cm_Y_B
541,SL1_S3_SL3_3_>100cm_60-100cm_N_B
542,SL1_S3_SL3_3_>100cm_60-100cm_Y_B
543,SL1_S3_SL3_3_>100cm_>100cm_N_B
544,SL1_S3_SL3_3_>100cm_>100cm_Y_B
545,SL1_SL1_L_2_>100cm_60-100cm_N_B
546,SL1_SL1_L_2_>100cm_60-100cm_Y_B
547,SL1_SL1_L_2_>100cm_60-100cm_Y_C
548,SL1_SL1_L_2_>100cm_<60cm_Y_B
549,SL1_SL1_L_2_>100cm_>100cm_N_B
550,SL1_SL1_L_2_>100cm_>100cm_N_C
551,SL1_SL1_L_2_>100cm_>100cm_Y_B
552,SL1_SL1_L_2_>100cm_>100cm_Y_C
553,SL1_SL1_L_3_>100cm_60-100cm_Y_C
554,SL1_SL1_L_3_>100cm_>100cm_N_C
555,SL1_SL1_L_3_>100cm_>100cm_Y_B
556,SL1_SL1_L_3_>100cm_>100cm_Y_C
557,SL1_SL1_S1_2_>100cm_60-100cm_N_B
558,SL1_SL1_S1_2_>100cm_<60cm_N_B
559,SL1_SL1_S1_2_>100cm_>100cm_N_B
560,SL1_SL1_S1_3_>100cm_>100cm_Y_C
561,SL1_SL1_S3_2_>100cm_>100cm_N_C
562,SL1_SL1_S3_3_>100cm_60-100cm_N_B
563,SL1_SL1_S3_3_>100cm_60-100cm_Y_B
564,SL1_SL1_S3_3_>100cm_60-100cm_Y_C
565,SL1_SL1_S3_3_>100cm_>100cm_N_B
566,SL1_SL1_S3_3_>100cm_>100cm_N_C
567,SL1_SL1_S3_3_>100cm_>100cm_Y_B
568,SL1_SL1_S3_3_>100cm_>100cm_Y_C
569,SL1_SL1_SCL_2_>100cm_60-100cm_Y_C
570,SL1_SL1_SCL_2_>100cm_>100cm_Y_C
571,SL1_SL1_SL1_3_>100cm_>100cm_N_B
572,SL1_SL1_SL3_2_>100cm_60-100cm_N_B
573,SL1_SL1_SL3_2_>100cm_60-100cm_N_C
574,SL1_SL1_SL3_2_>100cm_60-100cm_N_D
575,SL1_SL1_SL3_2_>100cm_60-100cm_Y_A
576,SL1_SL1_SL3_2_>100cm_60-100cm_Y_B
577,SL1_SL1_SL3_2_>100cm_60-100cm_Y_C
578,SL1_SL1_SL3_2_>100cm_60-100cm_Y_D
579,SL1_SL1_SL3_2_>100cm_<60cm_N_B
580,SL1_SL1_SL3_2_>100cm_<60cm_N_C
581,SL1_SL1_SL3_2_>100cm_<60cm_N_D
582,SL1_SL1_SL3_2_>100cm_<60cm_Y_B
583,SL1_SL1_SL3_2_>100cm_<60cm_Y_C
584,SL1_SL1_SL3_2_>100cm_<60cm_Y_D
585,SL1_SL1_SL3_2_>100cm_>100cm_N_A
586,SL1_SL1_SL3_2_>100cm_>100cm_N_B
587,SL1_SL1_SL3_2_>100cm_>100cm_N_C
588,SL1_SL1_SL3_2_>100cm_>100cm_Y_A
589,SL1_SL1_SL3_2_>100cm_>100cm_Y_B
590,SL1_SL1_SL3_2_>100cm_>100cm_Y_C
591,SL1_SL1_SL3_3_>100cm_60-100cm_N_B
592,SL1_SL1_SL3_3_>100cm_60-100cm_N_D
593,SL1_SL1_SL3_3_>100cm_60-100cm_Y_A
594,SL1_SL1_SL3_3_>100cm_60-100cm_Y_B
595,SL1_SL1_SL3_3_>100cm_60-100cm_Y_C
596,SL1_SL1_SL3_3_>100cm_60-100cm_Y_D
597,SL1_SL1_SL3_3_>100cm_<60cm_N_A
598,SL1_SL1_SL3_3_>100cm_<60cm_N_C
599,SL1_SL1_SL3_3_>100cm_>100cm_N_B
600,SL1_SL1_SL3_3_>100cm_>100cm_N_C
601,SL1_SL1_SL3_3_>100cm_>100cm_Y_B
602,SL1_SL1_SL3_3_>100cm_>100cm_Y_C
603,SL1_SL1_SL3_4_>100cm_>100cm_Y_C
604,SL1_SL1_SL3_5_>100cm_60-100cm_N_C
605,SL1_SL1_SL3_5_>100cm_60-100cm_Y_C
606,SL1_SL1_SL3_5_>100cm_<60cm_N_B
607,SL1_SL1_SL3_5_>100cm_>100cm_N_B
608,SL1_SL1_SL3_5_>100cm_>100cm_N_C
609,SL1_SL1_SL3_5_>100cm_>100cm_Y_C
610,SL1_SL1_SL3_8_>100cm_60-100cm_Y_B
611,SL1_SL1_SL3_8_>100cm_>100cm_Y_B
612,SL1_SL1_SL5_2_>100cm_>100cm_N_B
613,SL1_SL1_SL5_2_>100cm_>100cm_Y_C
614,SL1_SL3_SL3_2_>100cm_60-100cm_N_B
615,SL1_SL3_SL3_2_>100cm_60-100cm_N_C
616,SL1_SL3_SL3_2_>100cm_60-100cm_N_D
617,SL1_SL3_SL3_2_>100cm_60-100cm_Y_B
618,SL1_SL3_SL3_2_>100cm_60-100cm_Y_C
619,SL1_SL3_SL3_2_>100cm_<60cm_N_A
620,SL1_SL3_SL3_2_>100cm_>100cm_N_A
621,SL1_SL3_SL3_2_>100cm_>100cm_N_B
622,SL1_SL3_SL3_2_>100cm_>100cm_N_C
623,SL1_SL3_SL3_2_>100cm_>100cm_Y_A
624,SL1_SL3_SL3_2_>100cm_>100cm_Y_B
625,SL1_SL3_SL3_2_>100cm_>100cm_Y_C
626,SL1_SL3_SL3_3_>100cm_60-100cm_N_A
627,SL1_SL3_SL3_3_>100cm_60-100cm_N_B
628,SL1_SL3_SL3_3_>100cm_60-100cm_Y_A
629,SL1_SL3_SL3_3_>100cm_60-100cm_Y_B
630,SL1_SL3_SL3_3_>100cm_60-100cm_Y_C
631,SL1_SL3_SL3_3_>100cm_60-100cm_Y_D
632,SL1_SL3_SL3_3_>100cm_<60cm_N_A
633,SL1_SL3_SL3_3_>100cm_<60cm_N_D
634,SL1_SL3_SL3_3_>100cm_<60cm_Y_D
635,SL1_SL3_SL3_3_>100cm_>100cm_N_A
636,SL1_SL3_SL3_3_>100cm_>100cm_N_B
637,SL1_SL3_SL3_3_>100cm_>100cm_N_C
638,SL1_SL3_SL3_3_>100cm_>100cm_N_D
639,SL1_SL3_SL3_3_>100cm_>100cm_Y_A
640,SL1_SL3_SL3_3_>100cm_>100cm_Y_B
641,SL1_SL3_SL3_3_>100cm_>100cm_Y_C
642,SL1_SL3_SL3_4_>100cm_>100cm_N_A
643,SL1_SL3_SL3_4_>100cm_>100cm_Y_A
644,SL1_SL3_SL3_5_>100cm_60-100cm_N_B
645,SL1_SL3_SL3_5_>100cm_60-100cm_N_C
646,SL1_SL3_SL3_5_>100cm_60-100cm_Y_C
647,SL1_SL3_SL3_5_>100cm_>100cm_N_B
648,SL1_SL3_SL3_5_>100cm_>100cm_N_C
649,SL1_SL3_SL3_5_>100cm_>100cm_Y_B
650,SL1_SL3_SL3_5_>100cm_>100cm_Y_C
651,SL1_SL4_SL4_2_>100cm_>100cm_Y_C
652,SL1_SiL1_SiL1_2_>100cm_>100cm_Y_C
653,SL2_LS2_SL3_2_>100cm_>100cm_Y_B
654,SL2_LS3_SL4_2_>100cm_>100cm_Y_B
655,SL2_L_L_2_>100cm_60-100cm_N_C
656,SL2_L_L_2_>100cm_60-100cm_Y_B
657,SL2_L_L_2_>100cm_>100cm_N_C
658,SL2_L_L_2_>100cm_>100cm_Y_C
659,SL2_S3_SL3_3_>100cm_>100cm_Y_C
660,SL2_SL2_L_3_>100cm_>100cm_Y_C
661,SL2_SL2_S1_3_>100cm_60-100cm_N_B
662,SL2_SL2_S1_3_>100cm_60-100cm_Y_B
663,SL2_SL2_SL2_2_>100cm_60-100cm_N_B
664,SL2_SL2_SL2_2_>100cm_>100cm_N_C
665,SL2_SL2_SL2_2_>100cm_>100cm_Y_C
666,SL2_SL2_SL3_2_>100cm_60-100cm_N_B
667,SL2_SL2_SL3_2_>100cm_60-100cm_Y_B
668,SL2_SL2_SL3_2_>100cm_>100cm_N_A
669,SL2_SL2_SL3_2_>100cm_>100cm_N_B
670,SL2_SL2_SL3_2_>100cm_>100cm_N_C
671,SL2_SL2_SL3_2_>100cm_>100cm_Y_B
672,SL2_SL2_SL3_5_>100cm_60-100cm_N_B
673,SL2_SL2_SL3_5_>100cm_60-100cm_Y_B
674,SL2_SL2_SL3_5_>100cm_>100cm_N_A
675,SL2_SL2_SL3_5_>100cm_>100cm_Y_A
676,SL2_SL3_SL3_2_>100cm_60-100cm_N_C
677,SL2_SL3_SL3_2_>100cm_60-100cm_Y_C
678,SL2_SL3_SL3_2_>100cm_<60cm_Y_C
679,SL2_SL3_SL3_2_>100cm_>100cm_N_B
680,SL2_SL3_SL3_2_>100cm_>100cm_N_C
681,SL2_SL3_SL3_2_>100cm_>100cm_Y_B
682,SL2_SL3_SL3_2_>100cm_>100cm_Y_C
683,SL2_SL3_SL3_3_>100cm_60-100cm_Y_C
684,SL2_SL3_SL3_3_>100cm_>100cm_Y_C
685,SL2_SL3_SL3_5_>100cm_60-100cm_N_C
686,SL2_SL3_SL3_5_>100cm_60-100cm_Y_C
687,SL2_SL3_SL3_5_>100cm_>100cm_N_B
688,SL2_SL3_SL3_5_>100cm_>100cm_N_C
689,SL2_SL3_SL3_5_>100cm_>100cm_Y_B
690,SL2_SL3_SL3_5_>100cm_>100cm_Y_C
691,SL2_SL4_SL4_2_>100cm_60-100cm_N_B
692,SL2_SL4_SL4_2_>100cm_60-100cm_N_C
693,SL2_SL4_SL4_2_>100cm_60-100cm_Y_B
694,SL2_SL4_SL4_2_>100cm_60-100cm_Y_C
695,SL2_SL4_SL4_2_>100cm_>100cm_N_B
696,SL2_SL4_SL4_2_>100cm_>100cm_N_C
697,SL2_SL4_SL4_2_>100cm_>100cm_Y_B
698,SL2_SL4_SL4_2_>100cm_>100cm_Y_C
699,SL2_SL4_SL4_5_>100cm_60-100cm_Y_C
700,SL2_SL4_SL4_5_>100cm_>100cm_N_C
701,SL2_SL4_SL4_5_>100cm_>100cm_Y_C
702,SL3_CL_CL_2_>100cm_60-100cm_N_C
703,SL3_CL_CL_2_>100cm_60-100cm_Y_C
704,SL3_CL_CL_2_>100cm_<60cm_Y_C
705,SL3_CL_CL_2_>100cm_>100cm_N_C
706,SL3_CL_CL_2_>100cm_>100cm_Y_C
707,SL3_LS2_L_2_>100cm_>100cm_Y_C
708,SL3_L_L_1_>100cm_60-100cm_N_C
709,SL3_L_L_1_>100cm_60-100cm_Y_C
710,SL3_L_L_1_>100cm_>100cm_N_C
711,SL3_L_L_1_>100cm_>100cm_Y_A
712,SL3_L_L_1_>100cm_>100cm_Y_C
713,SL3_L_L_2_>100cm_60-100cm_Y_C
714,SL3_L_L_2_>100cm_<60cm_N_B
715,SL3_L_L_2_>100cm_<60cm_N_C
716,SL3_L_L_2_>100cm_<60cm_Y_C
717,SL3_L_L_2_>100cm_>100cm_N_B
718,SL3_L_L_2_>100cm_>100cm_N_C
719,SL3_L_L_2_>100cm_>100cm_Y_B
720,SL3_L_L_2_>100cm_>100cm_Y_C
721,SL3_L_L_3_>100cm_60-100cm_Y_B
722,SL3_L_L_3_>100cm_60-100cm_Y_C
723,SL3_L_L_3_>100cm_>100cm_Y_C
724,SL3_L_L_5_>100cm_60-100cm_Y_A
725,SL3_L_L_5_>100cm_60-100cm_Y_C
726,SL3_L_L_5_>100cm_>100cm_Y_A
727,SL3_L_L_5_>100cm_>100cm_Y_B
728,SL3_L_L_5_>100cm_>100cm_Y_C
729,SL3_SL3_LS2_3_>100cm_>100cm_N_C
730,SL3_SL3_LS2_3_>100cm_>100cm_Y_C
731,SL3_SL3_L_2_>100cm_>100cm_Y_C
732,SL3_SL3_L_3_>100cm_60-100cm_Y_C
733,SL3_SL3_L_3_>100cm_<60cm_Y_C
734,SL3_SL3_L_3_>100cm_>100cm_Y_C
735,SL3_SL3_L_5_>100cm_>100cm_Y_C
736,SL3_SL3_SL3_1_>100cm_60-100cm_N_C
737,SL3_SL3_SL3_1_>100cm_60-100cm_Y_B
738,SL3_SL3_SL3_1_>100cm_60-100cm_Y_C
739,SL3_SL3_SL3_1_>100cm_>100cm_N_C
740,SL3_SL3_SL3_1_>100cm_>100cm_N_D
741,SL3_SL3_SL3_1_>100cm_>100cm_Y_B
742,SL3_SL3_SL3_1_>100cm_>100cm_Y_C
743,SL3_SL3_SL3_2_>100cm_60-100cm_N_A
744,SL3_SL3_SL3_2_>100cm_60-100cm_N_C
745,SL3_SL3_SL3_2_>100cm_60-100cm_Y_A
746,SL3_SL3_SL3_2_>100cm_60-100cm_Y_B
747,SL3_SL3_SL3_2_>100cm_60-100cm_Y_C
748,SL3_SL3_SL3_2_>100cm_<60cm_N_B
749,SL3_SL3_SL3_2_>100cm_<60cm_N_C
750,SL3_SL3_SL3_2_>100cm_<60cm_Y_B
751,SL3_SL3_SL3_2_>100cm_<60cm_Y_C
752,SL3_SL3_SL3_2_>100cm_>100cm_N_A
753,SL3_SL3_SL3_2_>100cm_>100cm_N_B
754,SL3_SL3_SL3_2_>100cm_>100cm_N_C
755,SL3_SL3_SL3_2_>100cm_>100cm_Y_B
756,SL3_SL3_SL3_2_>100cm_>100cm_Y_C
757,SL3_SL3_SL3_3_>100cm_60-100cm_Y_C
758,SL3_SL3_SL3_3_>100cm_<60cm_N_C
759,SL3_SL3_SL3_3_>100cm_<60cm_Y_C
760,SL3_SL3_SL3_3_>100cm_>100cm_N_A
761,SL3_SL3_SL3_3_>100cm_>100cm_N_B
762,SL3_SL3_SL3_3_>100cm_>100cm_N_C
763,SL3_SL3_SL3_3_>100cm_>100cm_Y_B
764,SL3_SL3_SL3_3_>100cm_>100cm_Y_C
765,SL3_SL3_SL3_4_>100cm_60-100cm_Y_C
766,SL3_SL3_SL3_4_>100cm_>100cm_N_B
767,SL3_SL3_SL3_4_>100cm_>100cm_N_C
768,SL3_SL3_SL3_4_>100cm_>100cm_Y_A
769,SL3_SL3_SL3_4_>100cm_>100cm_Y_C
770,SL3_SL3_SL3_5_>100cm_60-100cm_N_C
771,SL3_SL3_SL3_5_>100cm_60-100cm_Y_A
772,SL3_SL3_SL3_5_>100cm_60-100cm_Y_C
773,SL3_SL3_SL3_5_>100cm_>100cm_N_B
774,SL3_SL3_SL3_5_>100cm_>100cm_N_C
775,SL3_SL3_SL3_5_>100cm_>100cm_Y_A
776,SL3_SL3_SL3_5_>100cm_>100cm_Y_C
777,SL4_L_L_1_>100cm_>100cm_Y_C
778,SL4_L_L_2_>100cm_60-100cm_Y_B
779,SL4_L_L_2_>100cm_60-100cm_Y_C
780,SL4_L_L_2_>100cm_>100cm_N_C
781,SL4_L_L_2_>100cm_>100cm_Y_C
782,SL4_L_L_3_>100cm_>100cm_Y_C
783,SL4_SL3_SL3_2_>100cm_>100cm_Y_B
784,SL4_SL4_L_1_>100cm_>100cm_N_C
785,SL4_SL4_L_1_>100cm_>100cm_Y_C
786,SL4_SL4_SL3_2_>100cm_60-100cm_N_B
787,SL4_SL4_SL3_2_>100cm_60-100cm_Y_B
788,SL4_SL4_SL3_2_>100cm_>100cm_N_B
789,SL4_SL4_SL3_2_>100cm_>100cm_Y_B
790,SL4_SL4_SL4_1_>100cm_>100cm_N_B
791,SL4_SL4_SL4_1_>100cm_>100cm_N_C
792,SL4_SL4_SL4_1_>100cm_>100cm_Y_B
793,SL4_SL4_SL4_1_>100cm_>100cm_Y_C
794,SL4_SL4_SL4_2_>100cm_60-100cm_Y_C
795,SL4_SL4_SL4_2_>100cm_<60cm_N_C
796,SL4_SL4_SL4_2_>100cm_<60cm_Y_C
797,SL4_SL4_SL4_2_>100cm_>100cm_N_C
798,SL4_SL4_SL4_2_>100cm_>100cm_Y_C
799,SL4_SL4_SL4_3_>100cm_60-100cm_Y_C
800,SL4_SL4_SL4_3_>100cm_<60cm_Y_C
801,SL4_SL4_SL4_3_>100cm_>100cm_N_C
802,SL4_SL4_SL4_3_>100cm_>100cm_Y_C
803,SL4_SL4_SL4_5_>100cm_60-100cm_Y_C
804,SL4_SL4_SL4_5_>100cm_>100cm_N_C
805,SL4_SL4_SL4_5_>100cm_>100cm_Y_B
806,SL4_SL4_SL4_5_>100cm_>100cm_Y_C
807,SL4_SL4_SiL1_8_>100cm_60-100cm_Y_C
808,SL4_SL4_SiL1_8_>100cm_<60cm_Y_C
809,SL4_SL4_SiL1_8_>100cm_>100cm_Y_C
810,SL4_SL4_SiL3_3_>100cm_>100cm_N_C
811,SL4_SL4_SiL3_3_>100cm_>100cm_Y_C
812,SL4_SiL1_SiL1_1_>100cm_>100cm_Y_C
813,Tn_S1_S1_6_>100cm_60-100cm_N_A
814,Tn_S1_S1_6_>100cm_<60cm_N_A
815,Tn_S1_S1_6_>100cm_<60cm_Y_A
816,Tn_S1_S1_6_>100cm_>100cm_N_A
817,Tn_S1_S1_6_>100cm_>100cm_Y_A
818,Tn_Tn_S1_6_>100cm_60-100cm_N_D
819,Tn_Tn_S1_6_>100cm_60-100cm_Y_D
820,Tn_Tn_S1_6_>100cm_<60cm_N_A
821,Tn_Tn_S1_6_>100cm_<60cm_N_D
822,Tn_Tn_S1_6_>100cm_>100cm_N_A
823,Tn_Tn_SL3_6_>100cm_<60cm_N_A
824,Tn_Tn_SL3_6_>100cm_<60cm_Y_A
825,Tn_Tn_SL3_6_>100cm_>100cm_N_A
826,Tn_Tn_SL3_6_>100cm_>100cm_Y_A
827,Tn_Tn_Tn_6_>100cm_60-100cm_N_A
828,Tn_Tn_Tn_6_>100cm_60-100cm_N_B
829,Tn_Tn_Tn_6_>100cm_60-100cm_N_D
830,Tn_Tn_Tn_6_>100cm_60-100cm_Y_A
831,Tn_Tn_Tn_6_>100cm_60-100cm_Y_D
832,Tn_Tn_Tn_6_>100cm_<60cm_N_A
833,Tn_Tn_Tn_6_>100cm_<60cm_N_B
834,Tn_Tn_Tn_6_>100cm_<60cm_N_C
835,Tn_Tn_Tn_6_>100cm_<60cm_N_D
836,Tn_Tn_Tn_6_>100cm_<60cm_Y_A
837,Tn_Tn_Tn_6_>100cm_<60cm_Y_B
838,Tn_Tn_Tn_6_>100cm_<60cm_Y_C
839,Tn_Tn_Tn_6_>100cm_<60cm_Y_D
840,Tn_Tn_Tn_6_>100cm_>100cm_N_A
841,Tn_Tn_Tn_6_>100cm_>100cm_N_B
842,Tn_Tn_Tn_6_>100cm_>100cm_N_C
843,Tn_Tn_Tn_6_>100cm_>100cm_N_D
844,Tn_Tn_Tn_6_>100cm_>100cm_Y_A
845,Tn_Tn_Tn_6_>100cm_>100cm_Y_B
846,Tn_Tn_Tn_6_>100cm_>100cm_Y_C
